,answer_text,content,diner_date,id_comment,id_resto,other_ratings_category,other_ratings_value,rating,rating_date,resto,resto_url,reviewer_info_sup,reviewer_origin,reviewer_pseudo,title,url
10,,"['Excellent food and services!', 'Extremely pricey, though...', 'There was a lady at the reception desk that was very nice: Andreea.']", December 2019,g186338-d10148721-r732101514,g186338-d10148721,[],[],5,11 December 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '6']]","['Greenwich, United Kingdom']",329alinau,Family dinner for 4,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r732101514-Peninsula_Restaurant-London_England.html
11,,"['my girlfriend and I chose this restaurant to give ourselves an evening of good food in a captivating place. we could not have made a better choice. we were followed by giorgio and valerio, who accompanied us in a superlative way in the experience. great menu, exquisite food, perfect wine pairing, breathtaking view. in short, an evening to be repeated without a doubt!', 'I highly recommend it.']", September 2019,g186338-d10148721-r711625694,g186338-d10148721,[],[],5,21 September 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '4'], ['thumbs-up-fill', '5']]","['Parma, Italy']",dryraw420,Great experience!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r711625694-Peninsula_Restaurant-London_England.html
12,,"['A special thank to the sommelier Giorgio for matching the 7 courses menu(brilliant) with a beautiful White wine from New Zealand ,also a very attentive and precise service from Jerson !Keep up the great job guys ,you made our night special !We will definitely coming back !']", September 2019,g186338-d10148721-r713137093,g186338-d10148721,[],[],5,26 September 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '2'], ['thumbs-up-fill', '3']]",[],pietroz952,Great Dining Experience ,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r713137093-Peninsula_Restaurant-London_England.html
13,,"['We came here for our anniversary. It was a really amazing experience. Thank you all the team for this moment. Specific thank you to Gerson and 2 other people who helped us with the photos. ( Sorry i don’t remember your names)', 'Thank you for the last surprise, my wife was so moved. ☺️ ', 'The difference between good and an excellent restaurant starts with small details. I can say by experience you are an excellent restaurant. ', '@Gael_nlv']", September 2019,g186338-d10148721-r712029119,g186338-d10148721,[],[],5,22 September 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '1'], ['thumbs-up-fill', '2']]",[],gael_nlv,Anniversary,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r712029119-Peninsula_Restaurant-London_England.html
14,,"['It’s the first time after having starter, I look forward to the main course. The food was so good that I kept feeling like it’s a flavour experience. The knowledge from Gerson and the friendliness from Giorgio made us feel really relaxed and cheerful. The environment was perfect and relaxing. The views was also part of the experience. I think it’s my top restaurant for local and modern cuisine. Really really good. Worth checking it out!']", October 2019,g186338-d10148721-r715084928,g186338-d10148721,[],[],5,3 October 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '2'], ['thumbs-up-fill', '1']]",[],James X,Great experience beyond food,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r715084928-Peninsula_Restaurant-London_England.html
15,,"['We had been here as couple friends and food was delicious,service well,all you need in classic restaurant.']", October 2019,g186338-d10148721-r714928493,g186338-d10148721,[],[],5,3 October 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '8'], ['thumbs-up-fill', '1']]","['London, United Kingdom']",janylane,Amazing ,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r714928493-Peninsula_Restaurant-London_England.html
16,,"[""I went for the 7-course menu. To be honest, I didn't just dine, it seemed to me to have a culinary trip where Gerson was the best guide ever. Outstanding presentation of every single dish followed by the waiter's description that just increased my appetite and curiousness. Really happy to have discovered this gem in Greenwich.""]", October 2019,g186338-d10148721-r715317611,g186338-d10148721,[],[],5,4 October 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '1'], ['thumbs-up-fill', '1']]",[],riccardo3089,Wow,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r715317611-Peninsula_Restaurant-London_England.html
17,,['Perfection on a plate. I will be back. This place is better than places that have Multiple Michelin stars. Great attentive service. Food sublime.'], October 2019,g186338-d10148721-r715598654,g186338-d10148721,[],[],5,5 October 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '107'], ['thumbs-up-fill', '46']]","['Greater London, United Kingdom']",gazalondon2017,Wow wow wow ,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r715598654-Peninsula_Restaurant-London_England.html
18,,"['Wow is all I can say about this place, you need to come and try for your self. Friendly and professional staff, food is exquisite.', 'Simply lovely ']", October 2019,g186338-d10148721-r727691860,g186338-d10148721,[],[],5,20 November 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '8'], ['thumbs-up-fill', '4']]","['Mayfair, United Kingdom']",thewonkeydonkey,Simply Stunning ,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r727691860-Peninsula_Restaurant-London_England.html
19,,['I was here for a business dinner and thought the staff were excellent at serving a group. The food was very nice as was the wine'], November 2019,g186338-d10148721-r728653586,g186338-d10148721,[],[],4,24 November 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '763'], ['thumbs-up-fill', '309']]","['Cambridge, United Kingdom']",foodie_wanderlust,Very nice food,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r728653586-Peninsula_Restaurant-London_England.html
20,,"[""One of the best dining experiences in London so far. I was advised to try the tasting menu, luckily i did, it was amazing, the wine paired exquisitely. The manager Marco and the staff were very professional and polite, it was a pleasure interfacing with them. I loved the food as much as the view, Canary Wharf looking splendid from the restaurant. An absolute must, recommended, can't wait to be back!""]", September 2019,g186338-d10148721-r711457852,g186338-d10148721,"['Value', 'Service', 'Food']","['50', '50', '50']",5,20 September 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '3'], ['thumbs-up-fill', '1']]",[],privacyissues,A pleasure for the senses,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r711457852-Peninsula_Restaurant-London_England.html
21,,"['I have to be honest from the outset - we’ve visited Peninsula a number of times and have been fans of this restaurant for a while.', 'The food is consistently high quality and occasionally inventive. The venue itself is a little ‘corporate’ but the setting is beautiful and with a wonderful view of the Thames, nighttime dining is something quite special.', 'The wine list is extensive and well managed.', 'The reason for posting a review after so many previous visits is the recent changes in personnel. Whilst the staff have always been impressive. with their discrete attentiveness and knowledgeable of the menu, their willingness to engage and make recommendations of well placed wine pairings, together with background knowledge of menu items, had elevated eating here from a solid dining experience to a sublime gastronomic one.', 'As an interested self-confessed foodie, it’s a pleasure to find waiting staff as interested in the food and wine as I am, and their willingness to engage with diners on the topics is both welcome and refreshing.', 'On this basis, our occasional visits to Penisula will now become frequent and regular.', 'Kudos to the management team for putting together, training, and fostering a team that can present and elevate the menu to such a high engaging standard.', 'I’ve run out of superlatives!']", September 2019,g186338-d10148721-r711430730,g186338-d10148721,[],[],5,20 September 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '10'], ['thumbs-up-fill', '10']]","['Greater London, United Kingdom']",MarkCDesmond,Not enough superlatives...,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r711430730-Peninsula_Restaurant-London_England.html
22,,['The two of us went one evening for the 7 course tasting menu dinner. We had a voucher from Virgin Experiences. We also opted for the wine pairing which was an additional cost. Every course was delicious and very well presented. The service was excellent and our table had a great view of Canary Wharf by the window. Would highly recommend.'], September 2019,g186338-d10148721-r708434664,g186338-d10148721,[],[],5,10 September 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '8'], ['thumbs-up-fill', '5']]","['London, United Kingdom']",SarahNB123,Tasting menu dinner,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r708434664-Peninsula_Restaurant-London_England.html
23,,"['I had a wonderful experience at the peninsula restaurant while visiting friends in East London. ', 'First and foremost: absolutely outstanding service. ', 'Our Italian waiter Giorgio delivered an exceptional guidance towards choosing the best wine for our 7 course menu, which has been one of the finest dining experience I’ve had in London this year. ', 'The French-inspired menu á la Pierre Gagnaire was a true voyage that can be enjoyed better with those dear to you, for how heartwarming it is.', 'Every dish perfectly executed and all in a relaxing, intimate dining situation, with a jaw-dropping view of Canada Water.', 'Will come again and again. I think my girlfriend will love this place. ']", September 2019,g186338-d10148721-r710920394,g186338-d10148721,[],[],5,18 September 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '3'], ['thumbs-up-fill', '5']]","['Parma, Italy']",H8801JLriccardor,One of the best menus I’ve tasted in London,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r710920394-Peninsula_Restaurant-London_England.html
24,,"['Went for the 7-dish tasting menu and each dish was amazingly laid out, and tasted wonderfully. Even the cauliflower starter, which is my least favourite vegetable, was still extremely well done.', 'All the dishes had an after-test and the combinations were worthy of the awards and reviews.', 'The service by Hermes and Elia was amazing as well - they were extremely friendly, explained the dishes very well, and just made the whole experience perfect. Thank you to both.']", June 2019,g186338-d10148721-r680160124,g186338-d10148721,"['Value', 'Service', 'Food']","['40', '50', '50']",5,9 June 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '6'], ['thumbs-up-fill', '3']]",[],banshee51,Amazing experience - amazing food,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r680160124-Peninsula_Restaurant-London_England.html
25,,"['I had dinner in The Peninsula restaurant for a special occasion and was absolutely outstanding night. I been looked after by Giorgio and the restaurant manager Marco. I had the 7 course tasting menu with wine pairing. Nothing was wrong. Everything was perfect, food was really good, the timing for the tasting menu experience and also the atmosphere. I really recommend it if your looking for a true restaurant experience!']", September 2019,g186338-d10148721-r711412757,g186338-d10148721,[],[],5,20 September 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '7'], ['thumbs-up-fill', '8']]",[],Vigh T,Outstanding experience,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r711412757-Peninsula_Restaurant-London_England.html
26,,['Wisely advised by Giorgio and Valerio we chose the seven courses menu. It was a very interesting experience in front of the beautiful Canary Warf skyline! I would strongly recommend this place'], September 2019,g186338-d10148721-r710932802,g186338-d10148721,[],[],5,18 September 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '1'], ['thumbs-up-fill', '3']]",[],GiuliaMatte,Great experience,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r710932802-Peninsula_Restaurant-London_England.html
27,,"['Sea trout was amazing!!! Great food, wine and service overall. Friendly environment and spectacular view....When I’m in London will definitely visit again...']", June 2019,g186338-d10148721-r683501953,g186338-d10148721,[],[],5,22 June 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '13'], ['thumbs-up-fill', '4']]","['New York City, New York']",Duche_Gaspari,Great restaurant 👍,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r683501953-Peninsula_Restaurant-London_England.html
28,,"['Early evening meal before the show in the O2 arena and it was a good dining experience.', 'We did a 3-course tasting menu and the dishes were good. The only feedback to the restaurant would be to cut back a little on some of the ingredients - the rabbit starter had way too many mushrooms and the duck main was the same with the turnips...', ""Apart from that, the food is really good, the staff are friendly and helpful and there's a good view looking out over the river."", 'A good 4 stars.']", July 2019,g186338-d10148721-r688656038,g186338-d10148721,"['Value', 'Service', 'Food']","['50', '50', '40']",4,11 July 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '98'], ['thumbs-up-fill', '32']]","['Sheffield, United Kingdom']",SamDaDog,Very good restaurant.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r688656038-Peninsula_Restaurant-London_England.html
29,,"['A beautiful dinner accompanied by great selection of wines and picturesque views. The service was superb - very attentive but not intrusive, making it a pleasant and enjoyable experience. Special thanks to our server Gerson who went above and beyond making sure we’re enjoying every second of our evening. ', 'Highly recommend to all fine dining lovers! ']", September 2019,g186338-d10148721-r707196950,g186338-d10148721,[],[],5,6 September 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '2'], ['thumbs-up-fill', '2']]","['London, United Kingdom']",mazhena,5 Star Everything ,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r707196950-Peninsula_Restaurant-London_England.html
30,,"['Had an amazing dinner there on a Tuesday night.', 'Initially booked because of the spot and the amazing view on Canary wharf.', 'The real deal was in the plate and what about the service there.', 'Charming and welcoming staff from our arrival. ', 'Faultless service all night long even though that the place was fairly full .', 'Tasting menu was superbe and attention to detail in plating excellent. ', 'The quail dish was unbelievably excellent.', 'Thank you to the team their and particularly the Italian manager which was professional, and charming.', 'Will definitely recommend and certainly return.']", February 2019,g186338-d10148721-r656826678,g186338-d10148721,[],[],5,6 March 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '5'], ['thumbs-up-fill', '1']]","['London, United Kingdom']",Kev1_Shoffield,Amazing experience,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r656826678-Peninsula_Restaurant-London_England.html
31,,['My new favourite local restaurant. Michelin dining at a very reasonable price tag. Genius truffle mash. Will be back soon. '], March 2019,g186338-d10148721-r655790345,g186338-d10148721,[],[],5,2 March 2019,Peninsula_Restaurant,/Restaurant_Review-g186338-d10148721-Reviews-Peninsula_Restaurant-London_England.html,"[['pencil-paper', '67'], ['thumbs-up-fill', '26']]","['London, United Kingdom']",AgaSzSz,Great,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d10148721-r655790345-Peninsula_Restaurant-London_England.html
