,answer_text,content,diner_date,id_comment,id_resto,other_ratings_category,other_ratings_value,rating,rating_date,resto,resto_url,reviewer_info_sup,reviewer_origin,reviewer_pseudo,title,url
10,['Thank you Ted181 for your feedback. I absolutely agree that the service absolutely has to match the food. I am so sorry about your experience at Bokan. I would really appreciate it if you could contact me directly on h9057-gm@accor.com to discuss your issues further. Kind regards. Jacqui McMillan - General Manager'],"['Bokan 37 is an expensive restaurant. So I expected the service to be top class too. However, it was very disjointed. On arrival, as a party of 4, we were not offered a drink but given the wine menu. So we selected a bottle of champagne. The waitress took our order for the champagne and the starters and main courses. She sent over the sommelier who recommended and left on the table a claret for the main course. We then waited for a while until the starters arrived whereby we had to chase up the champagne. When it finally arrived the waiter tried to take away the claret glasses until we retrieved them as we also had our claret, long before the champagne. Fortunately we had chosen cold starters. Then during the main course one of the waitresses leant right across the table to pour the jus rather than going around. The service continued rather haphazardly all evening. Overall, the view is lovely, the food is tasty and beautifully presented but the kitchen is let down by a disorganised (but friendly) waiting staff.']", December 2019,g186338-d12156905-r731119585,g186338-d12156905,[],[],3,7 December 2019,Bokan_37_Restaurant,/Restaurant_Review-g186338-d12156905-Reviews-Bokan_37_Restaurant-London_England.html,"[['pencil-paper', '6'], ['thumbs-up-fill', '6']]","['Northamptonshire, United Kingdom']",Ted181,Lovely food let down by front of house,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r731119585-Bokan_37_Restaurant-London_England.html
11,"['On behalf of myself, Guillaume and Florian, THANK YOU for this wonderful review about your experience in Bokan and we have to agree that the octopus is absolutely one of our favourite dishes. We are so pleased that we made your night so special ad I am sure now you know about us we will be welcoming you back soon. Jacqui & The Bokan Family']","['Never heard of this restaurant before but I heard it was good so I decided to give it a shot for a special evening with my girlfriend and I’m glad I did!', 'The restaurant is very cosy with a great view of the city. The staff is very welcoming and the floor manager, Florian has been very helpful.', 'I took the octopus as a starter and followed with the turbot. The dishes where delicious, with inventive and original combinations of ingredients. The chef, Guillaume, did an excellent job and I will surely be back! ', 'I will definitely be back and I’d like to thank the whole team for making our night so special !']", December 2019,g186338-d12156905-r738131882,g186338-d12156905,[],[],5,9 January 2020,Bokan_37_Restaurant,/Restaurant_Review-g186338-d12156905-Reviews-Bokan_37_Restaurant-London_England.html,"[['pencil-paper', '1']]",[],182acp,Wonderful experience !,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r738131882-Bokan_37_Restaurant-London_England.html
12,"[""Thank you so much for your beautiful 5 star review. I am thrilled that you enjoyed your experience with us and of course the amazing views. I hope we can welcome you back next time you are over from Italy. Our menu changes frequently so lot's more dishes to try. Many thanks again. Jacqui & The Bokan Family""]","[""We came from Italy just for two days for our son's birthday and we spent one evening at the Bokan 37. Everything was amazing except the table that wasn't the one we asked for when we booked, but it didn't really matter because the view was great anyway. Food and service were very good, we enjoyed the evening!""]", November 2019,g186338-d12156905-r730860531,g186338-d12156905,"['Value', 'Service', 'Food']","['50', '50', '50']",5,5 December 2019,Bokan_37_Restaurant,/Restaurant_Review-g186338-d12156905-Reviews-Bokan_37_Restaurant-London_England.html,"[['pencil-paper', '10'], ['thumbs-up-fill', '6']]",[],Graziamp,25th Birthday Dinner,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r730860531-Bokan_37_Restaurant-London_England.html
13,"['Wow, we love your amazing review Chagte about your romantic evening in Bokan. I am so pleased that you enjoyed the tasting menu and of course the welcome from our lovely Coco starts the night off perfectly. We look forward to welcoming you back. Jacqui & The Bokan Family']","['First,this place has a stunning view from the 37 floor,moreover there is a bar on the 38th floor and a terrace on the 39th f.', 'We had a very warm welcome from coco the French host and our waiter (Portuguese guy with mustache) very knowledgeable of all the dishes and wines.', 'We booked for the Chef menu tasting of 6 courses, very tasty food and dessert!Love it!', 'We had a very romantic night.Thank you bokan!!!']", November 2019,g186338-d12156905-r725877871,g186338-d12156905,[],[],5,12 November 2019,Bokan_37_Restaurant,/Restaurant_Review-g186338-d12156905-Reviews-Bokan_37_Restaurant-London_England.html,"[['pencil-paper', '9'], ['thumbs-up-fill', '3']]",[],Chagte,Amazing dinner,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r725877871-Bokan_37_Restaurant-London_England.html
14,"['We love our 5 star rating and review GaryJ1956, thank you so much for sharing your Bokan experience. I am so pleased that you really enjoyed your time with us and were well looked after. I hope we can welcome you back soon. Jacqui & The Bokan Family']","['Great setting on 38th floor with extensive views over London skyline... Spacious table for party of six, (advise booking in advance at popular times), well looked after by the bar staff, stayed for about 2 hrs and had a great time. Recommended']", December 2019,g186338-d12156905-r734075707,g186338-d12156905,"['Value', 'Service']","['50', '50']",5,22 December 2019,Bokan_37_Restaurant,/Restaurant_Review-g186338-d12156905-Reviews-Bokan_37_Restaurant-London_England.html,"[['pencil-paper', '1']]",[],GaryJ1956,"Bokan 38 Bar; Well looked after, great views...",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r734075707-Bokan_37_Restaurant-London_England.html
15,['Thank you DeniseDalton for taking the time to share your experience and I am sorry we have let you down on this occasion. I have shared your feedback with my Restaurant Manager and Welcome team and please be assured that I am addressing it. If you do decide to return please contact me directly on h9057-gm@accor.com so I can ensure you have a 5 star experience with us next time. Kind regards. Jacqui McMillan - General Manager'],"['Nice view but the service needs a lot of work ', 'Initially the host did not ask if we would like to check our coats. I mentioned that every guest had their coats in the restaurant, which looked untidy with coats everywhere.', "".The table we sat was good , since we didn't have any reservation."", ""We chose a bottle of an excellent wine, which we didn't enjoy enough because the waitress didn't have a clue how to open a wine bottle, and cork residues felt in. So we asked for another bottle straight away, as long as we knew how bad is for poisoning the cork. "", 'The food we ordered was nothing special and overpriced. Our fried potatoes, of course, took 40 minutes to arrive.', 'Great for its view and the easy access, but the service needs improvement (not worthy of the service charge you are required to pay).']", November 2019,g186338-d12156905-r727611346,g186338-d12156905,[],[],3,19 November 2019,Bokan_37_Restaurant,/Restaurant_Review-g186338-d12156905-Reviews-Bokan_37_Restaurant-London_England.html,"[['pencil-paper', '14'], ['thumbs-up-fill', '6']]",[],Lauren T,Staff needs improvement,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r727611346-Bokan_37_Restaurant-London_England.html
16,['Thank you so much LuciemQ1439DG for your beautiful review about your recent Bokan Experience. I am so pleased that you and your boyfriend had such amazing time with us and we looked after you so well. I am sure we will be welcoming you back soon and we are looking forward to it. Kind regards. Jacqui & The Bokan Family'],"['Went with my boyfriend for his birthday dinner and it was absolutely amazing. Service was high level, food was great and the view was stunning. Personnel helped us with our dietary requirements and gave us the table we asked for when we booked. Definitely recommended!']", November 2019,g186338-d12156905-r726420148,g186338-d12156905,[],[],5,14 November 2019,Bokan_37_Restaurant,/Restaurant_Review-g186338-d12156905-Reviews-Bokan_37_Restaurant-London_England.html,"[['pencil-paper', '1']]","['Northampton, United Kingdom']",luciemQ1439DG,Birthday Dinner,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r726420148-Bokan_37_Restaurant-London_England.html
17,['Thank you for your feedback Yvonne G. I am slightly confused as to why you would ever be told we were serving Turkey and Pudding and custard as this has never been on the menu and I confirmed with my talent that the only menu we sent to people was the one we were serving. I am sorry that you did not like the dishes we presented to you and indeed the salmon is served raw as it was described tartare. I would appreciate it if you could contact me directly to discuss in more detail the issues you had on h9057-gm@accor.com. Kind regards. Jacqui McMillan - General Manager'],"['I booked Bokan Christmas dinner because we were staying in the hotel on 25/12/19 and at the time of booking, I spoke to a staff who told me that on Christmas Day the restaurant would serve turkey and Christmas pudding with custard. On Christmas Day I was shocked and upset at the restaurant when I spoke to a waiter and I was told that there was no turkey or Christmas pudding with custard.', 'The waitress gave us a table in the corner facing the window and no one could see our faces only our backs. We received bad customer care, a waiter took our orders he frequently went to other tables and check if other customers were ok and if their food is ok and we were ignored. I had to get out of my seat to go over to speak to a waiter to say that I was not happy with the starter. ', 'I received the crab starter but it was making me sick so I was given the salmon but it was raw and I was unable to eat this. ', 'We ordered the main dish cow’s cheek and chips but when this arrived we ate a small piece but it was slimy and was making us sick. We called the waiter and asked him if we could have another main dish and he said, “No because the chef cooked it for us and cannot give us another main dish.” My daughter and I only ate the chips for the main dish. ', 'The waitress recommended The Red Seal cocktail, this was served in a long stem champagne glass and not a cocktail glass and it was very sour. We told the waiter that we did not like it because it was very sour. He said he would ask the bar upstairs to make us a sweet cocktail. We were given another cocktail in a black African head glass. I asked the waiter if he could let me know what the ingredients are and if grapefruit juice was in the cocktail. He later returned and said grapefruit juice is not in the cocktail but he does not know the rest of the ingredients because they made it upstairs in the bar. ', 'The dessert Christmas log with ice cream was ok. ', 'The bill was presented in an old reading book “The Facemaker”. I asked the waiter I have never seen the bill presented in this way. He said it is new.', ' I rang the reception and spoke to Jerome about the problems we had in the restaurant and that our main meal Cow’s cheek was taken away but we were not offered another main meal and we were starving. My daughter is allergic to all nuts so when Jermore offered fish fingers and chips he later rang back to say that the fish fingers contain nuts. We told Jerome that we would have the Duck legs with chips. We received the Duck legs but it was cold and when we cut inside it was pink. We got the chips later. I was unable to sleep during the night because the duck was not digesting. On the morning of 26/12/19, we had severe vomiting and diarrhoea. ', 'Due to the problems we suffered our Christmas 2019 was ruined. ', 'I am never returning to this restaurant again.']", December 2019,g186338-d12156905-r734982490,g186338-d12156905,"['Value', 'Service', 'Food']","['10', '10', '10']",1,27 December 2019,Bokan_37_Restaurant,/Restaurant_Review-g186338-d12156905-Reviews-Bokan_37_Restaurant-London_England.html,"[['pencil-paper', '72'], ['thumbs-up-fill', '72']]","['Croydon, United Kingdom']",Yvonne G,Christmas Disasters,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r734982490-Bokan_37_Restaurant-London_England.html
18,"['Thank you Claire, I am so sorry about this and please be assured that I am addressing it. If you could please contact me directly on h9057-gm@accor.com I would really appreciate it. Jacqui McMillan - General Manager']","['My husband and I were staying at the Novotel for a couple of days and on our first night, decided to have dinner at Bokan. We were shown to a table and were sat for probably about 15 minutes before our order (drink and food) was taken. Around 40 minutes later, we still hadn’t received our drinks, never mind the food. This was despite a couple who came in after us getting both food and drinks long before us. The waiters kept walking past and looking at the table and could clearly see we didn’t have any drinks yet, but did nothing about it. It wasn’t until I got the attention of a female member of staff, who looked to be in charge possibly and mentioned it to her that something started to be done. It was however, an hour, before we even got our drinks and then eventually our food came out. We were charged a £7.25 service charge, which seemed excessive seeing as it took so long to get anything to eat or drink. When the food arrived, it was ok but nothing special and certainly not worth the wait. I wouldn’t recommend this place, we certainly weren’t made to feel very welcome and nothing was offered as an apology for the poor service. ']", September 2019,g186338-d12156905-r709002464,g186338-d12156905,[],[],2,12 September 2019,Bokan_37_Restaurant,/Restaurant_Review-g186338-d12156905-Reviews-Bokan_37_Restaurant-London_England.html,"[['pencil-paper', '1'], ['thumbs-up-fill', '1']]",[],ClaireCur,"Ok food, terrible service ",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r709002464-Bokan_37_Restaurant-London_England.html
19,['Thanks Gabriele N for sharing your feedback about your business lunch. I am so sorry to read about the issues with the Events Manager and please be assured that this is not the normal feedback we receive and of course I will address it. However I am delighted that you really enjoyed your lunch in Bokan and the staff were amazing. I do hope we can welcome you back soon. Jacqui McMillan - General Manager'],"['Came for business lunch. All the staff were amazing, but very poor communication between the events manager and waitress. The events manager told us that we are not able to change the pre-order, but at the end of the day, the waiter changed without any problems. Also, it took a lot of time to organize because the events manager was super slow and not really friendly.']", October 2019,g186338-d12156905-r736569319,g186338-d12156905,[],[],4,3 January 2020,Bokan_37_Restaurant,/Restaurant_Review-g186338-d12156905-Reviews-Bokan_37_Restaurant-London_England.html,"[['pencil-paper', '6'], ['thumbs-up-fill', '1']]","['London, United Kingdom']",Gabrielė N,Beautiful restaurant and staff apart of the event manager,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r736569319-Bokan_37_Restaurant-London_England.html
20,"['Wow, that a beautiful review marie072758 and of course we are thrilled that it was magnificent as expected. Guillaume really is delivering some amazing dishes and of course I am thrilled that Florian gave you a great welcome as our new Restaurant Manager. We are really looking forward to welcoming you back in 2020. Jacqui & The Bokan Family']",['This was my third time at Bokan and as expected it was magnificent! To the person who welcomes you yo the last spoon of desert everything is exceptional! Every time I go I discover new mix of flavours that I would never imagine could go so well together! It’s always a delight to the palate and the eyes! Again my compliment to Chef Guillaume and this time a very big thank you to the new Manager of the restaurant Florian who gave us a proper welcome! Can’t wait to go again definitely one of my favourite place in London!'], December 2019,g186338-d12156905-r735357099,g186338-d12156905,[],[],5,29 December 2019,Bokan_37_Restaurant,/Restaurant_Review-g186338-d12156905-Reviews-Bokan_37_Restaurant-London_England.html,"[['pencil-paper', '1']]",[],Marie072758,Perfection as usual,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r735357099-Bokan_37_Restaurant-London_England.html
21,"['Thank you so much DoraexploraUK for this fabulous 5 star review about your wonderful brunch on Saturday, I am thrilled that you enjoyed it so much. I am pleased to read how much you enjoyed the atmosphere in the bar afterwards too. Looking forward to seeing you again soon. Jacqui McMillan - General Manager']","['We had a wonderful brunch on Saturday. Amazing views across London and lovely atmosphere. Super friendly team who served us and made us feel very welcome. ', 'The food was delicious, the Prosecco was free flowing and a high quality. Fun atmosphere in the bar afterwards too. ', 'Will definitely be going back! ']", November 2019,g186338-d12156905-r725727587,g186338-d12156905,[],[],5,11 November 2019,Bokan_37_Restaurant,/Restaurant_Review-g186338-d12156905-Reviews-Bokan_37_Restaurant-London_England.html,"[['pencil-paper', '93'], ['thumbs-up-fill', '40']]","['Woking, United Kingdom']",DoraexploraUK,"Delicious food, free flowing Prosecco and super friendly service",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r725727587-Bokan_37_Restaurant-London_England.html
22,"['Wow Kirbs1, thank you so much for your 5 star review and your fantastic experience in Bokan. We are thrilled to read it and share it with the talent, especially of course my Executive Chef. I love the John Dory and when I had it, it was cooked to perfection. I am sure we will be welcoming you back soon. Jacqui & The Bokan Family']","[""Fantastic view over London. Service was excellent from start to finish and the food was exceptional. So much so I sought out the head chef to thank him. The John Dory was the best I've ever had. Faultless throughout.""]", September 2019,g186338-d12156905-r709189889,g186338-d12156905,"['Value', 'Service', 'Food']","['40', '50', '50']",5,12 September 2019,Bokan_37_Restaurant,/Restaurant_Review-g186338-d12156905-Reviews-Bokan_37_Restaurant-London_England.html,"[['pencil-paper', '19'], ['thumbs-up-fill', '14']]",['norwich'],kirbs1,Superb food and service,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r709189889-Bokan_37_Restaurant-London_England.html
23,"['Thank you for your review. I am so sad and disappointed with your feedback, I am so sorry. I would really appreciate it if you could contact me directly at your convenience to discuss this further. My e-mail is h9057-gm@accor.com. Many thanks and I look forward to hearing from you. Kind regards. Jacqui McMillan - General Manager']","['We had really bad service, change of courses took a really long time. Some of waiters speak English inseparably, so we struggled to understand them sometimes. One Polish waiter was like from distant village asking us “Are you okay now?”, “you didn’t like the food?” when I didn’t finish it. This kind of level would be acceptable in road cafe in Belarus but not on rooftop restaurant in London. ']", September 2019,g186338-d12156905-r708642279,g186338-d12156905,[],[],1,10 September 2019,Bokan_37_Restaurant,/Restaurant_Review-g186338-d12156905-Reviews-Bokan_37_Restaurant-London_England.html,"[['pencil-paper', '1'], ['thumbs-up-fill', '2']]",[],danielcO2200BQ,"Good view, bad service",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r708642279-Bokan_37_Restaurant-London_England.html
24,"['We absolutely love your ""Perfect Brunch"" review about your recent experience with us at the weekend. I am so pleased that you enjoyed your time with us so much and we certainly never like to see a glass empty during bottomless brunch. So glad you saw us on Masterchef and we did not disappoint you. I really hope we can welcome you back in the future. Jacqui & The Bokan Family']","[""Thank you so much to the lovely staff at Bokan for hosting us for our brunch yesterday. You might have seen this restaurant featured on Celebrity Masterchef recently and it lived up to the exceptionally high standard of providing quality food and service. We had the bottomless prosecco brunch and not once did we need to ask to be topped up. We were given a table with a five star view of the city of London, really beautiful. For starters I had salmon with steamed hen eggs and it was absolutely delicious. My wife had a tuna starter which she loved. The next course was sirloin cooked to tender perfection on the Josper grill. Fabulous. The plum dessert didn't disappoint either. The service was excellent and we would highly recommend this restaurant for brunch on a sunny day. ""]", September 2019,g186338-d12156905-r711891680,g186338-d12156905,[],[],5,22 September 2019,Bokan_37_Restaurant,/Restaurant_Review-g186338-d12156905-Reviews-Bokan_37_Restaurant-London_England.html,"[['pencil-paper', '293'], ['thumbs-up-fill', '265']]","['London, United Kingdom']",Londoner016,Perfect brunch,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r711891680-Bokan_37_Restaurant-London_England.html
